0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746,0.038746
0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108,0.085108
0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357,0.13357
0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169,0.18169
0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936,0.22936
0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765,0.2765
0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298,0.32298
0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869,0.36869
0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352,0.41352
0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738,0.45738
